行業別大類,行業別中類,行業別小類,月份,用電量
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,02,37593405
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,02,3351671
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,02,4455015
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,02,6404791
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,02,7068721
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,02,63640
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,02,4005040
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,02,781830
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,02,89160
M.專業、科學及技術服務業,74 專門設計業,,02,627712
M.專業、科學及技術服務業,75 獸醫業,,02,400874
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,02,2163947
N.支援服務業,77 租賃業,771 機械設備租賃業,02,1248602
N.支援服務業,77 租賃業,772 運輸工具租賃業,02,84467
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,02,11223728
N.支援服務業,77 租賃業,774 智慧財產租賃業,02,25780
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,02,911973
N.支援服務業,78 人力仲介及供應業,782 人力供應業,02,367240
N.支援服務業,79 旅行及相關服務業,,02,1724731
N.支援服務業,80 保全及偵探業,,02,797849
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,02,270345
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,02,20995194
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,02,39280
N.支援服務業,82 行政支援服務業,,02,2414557
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,02,67958904
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,02,45406722
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,02,377280
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,02,905114
P.教育業,85 教育業,851 學前教育,02,1446273
P.教育業,85 教育業,852 小學教育,02,15072227
P.教育業,85 教育業,853 國民中學教育,02,18078997
P.教育業,85 教育業,854 高級中等教育,02,20598291
P.教育業,85 教育業,855 大專校院,02,111837775
P.教育業,85 教育業,856 特殊教育學校,02,66652
P.教育業,85 教育業,858 教育輔助業,02,8256
P.教育業,85 教育業,859 其他教育業,02,16781233
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,02,158742111
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,02,14833265
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,02,10825048
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,02,14473734
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,02,6442421
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,02,329915
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,02,497292
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,02,3627171
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,02,12284061
R.藝術、娛樂及休閒服務業,92 博弈業,,02,52404
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,02,20045569
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,02,26238386
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,02,3410311
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,02,242454
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,02,22169229
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,02,3561786
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,02,241804
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,02,207671
S.其他服務業,96 未分類其他服務業,961 洗衣業,02,5035372
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,02,6474787
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,02,2832569
S.其他服務業,96 未分類其他服務業,964 家事服務業,02,20024
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,02,3467878
T.家庭(住宅用),97 住宅與公共設施,,02,168306418
U.其他不能歸類,98 其他不能歸類,,02,58389827
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,03,33753487
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,03,42493628
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,03,58626392
A.農、林、漁、牧業,02 林業,021 林業,03,132617
A.農、林、漁、牧業,03 漁業,031 漁撈業,03,133098
A.農、林、漁、牧業,03 漁業,032 水產養殖業,03,70753516
B.礦業及土石採取業,05 石油及天然氣礦業,,03,918781
B.礦業及土石採取業,06 砂、石採取及其他礦業,,03,13869871
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,03,33270223
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,03,14229470
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,03,13926389
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,03,12936499
C.製造業,08 食品及飲料製造業,085 乳品製造業,03,17431021
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,03,17725765
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,03,29105645
C.製造業,08 食品及飲料製造業,089 其他食品製造業,03,124396216
C.製造業,09 飲料製造業,091 酒精飲料製造業,03,9942897
C.製造業,09 飲料製造業,092 非酒精飲料製造業,03,24324605
C.製造業,10 菸草製造業,,03,4090537
C.製造業,11 紡織業,111 紡紗業,03,132846267
C.製造業,11 紡織業,112 織布業,03,213711987
C.製造業,11 紡織業,113 不織布業,03,27834408
C.製造業,11 紡織業,114 染整業,03,68022430
C.製造業,11 紡織業,115 紡織品製造業,03,21311312
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,03,12193614
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,03,3478727
C.製造業,13 皮革、毛皮及其製品製造業,,03,12990975
C.製造業,14 木竹製品製造業,,03,9386448
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,03,96319522
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,03,31068834
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,03,32079793
C.製造業,16 印刷及資料儲存媒體複製業,,03,32674209
C.製造業,17 石油及煤製品製造業,,03,158532509
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,03,424587271
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,03,13037383
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,03,222482929
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,03,147220291
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,03,4884497
